antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'conjunctions', 'main_verbs', 'tense'})","frozenset({'prepositions', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'tense'})","frozenset({'conjunctions', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions', 'tense'})","frozenset({'main_verbs', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'passives'})","frozenset({'prepositions', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'passives'})","frozenset({'conjunctions', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'passives'})","frozenset({'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'prepositions'})","frozenset({'nouns', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'tense'})","frozenset({'conjunctions', 'main_verbs', 'prepositions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'nouns'})","frozenset({'prepositions', 'conjunctions', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'prepositions', 'main_verbs', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'nouns'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'tense'})","frozenset({'prepositions', 'conjunctions', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense'})","frozenset({'prepositions', 'main_verbs', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'tense'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'passives'})","frozenset({'prepositions', 'conjunctions', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'passives'})","frozenset({'prepositions', 'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'prepositions', 'nouns', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs'})","frozenset({'conjunctions', 'nouns', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions'})","frozenset({'main_verbs', 'nouns', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'nouns'}),"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'tense'}),"frozenset({'nouns', 'passives', 'conjunctions', 'main_verbs', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'main_verbs'}),"frozenset({'nouns', 'tense', 'passives', 'conjunctions', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'nouns', 'tense', 'passives', 'main_verbs', 'prepositions'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'prepositions'}),"frozenset({'nouns', 'tense', 'passives', 'conjunctions', 'main_verbs'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'tense', 'passives', 'conjunctions', 'main_verbs'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'nouns', 'tense', 'passives', 'main_verbs', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense', 'passives', 'conjunctions', 'subject_verb_agreement'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'nouns', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'nouns', 'tense', 'passives'})","frozenset({'conjunctions', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'nouns', 'tense', 'passives'})","frozenset({'main_verbs', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'nouns', 'subject_verb_agreement', 'tense', 'passives'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns', 'tense'})","frozenset({'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'main_verbs', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'nouns', 'passives'})","frozenset({'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'nouns', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement', 'passives'})","frozenset({'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns', 'subject_verb_agreement'})","frozenset({'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'tense', 'passives'})","frozenset({'nouns', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'tense', 'subject_verb_agreement', 'passives'})","frozenset({'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'nouns', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement', 'passives'})","frozenset({'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'nouns', 'tense'})","frozenset({'conjunctions', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns', 'tense'})","frozenset({'main_verbs', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'nouns', 'passives'})","frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'nouns', 'passives'})","frozenset({'main_verbs', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'nouns', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns'})","frozenset({'tense', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})","frozenset({'main_verbs', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense', 'passives'})","frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'passives'})","frozenset({'main_verbs', 'nouns', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'tense'})","frozenset({'nouns', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})","frozenset({'main_verbs', 'nouns', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'passives'})","frozenset({'nouns', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'subject_verb_agreement', 'passives'})","frozenset({'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})","frozenset({'nouns', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'nouns', 'tense'})","frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'nouns'})","frozenset({'conjunctions', 'tense', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'main_verbs', 'tense', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'tense', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'tense'})","frozenset({'conjunctions', 'nouns', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense'})","frozenset({'main_verbs', 'nouns', 'subject_verb_agreement', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'passives'})","frozenset({'conjunctions', 'nouns', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'passives'})","frozenset({'main_verbs', 'nouns', 'tense', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'subject_verb_agreement', 'passives'})","frozenset({'conjunctions', 'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'nouns', 'subject_verb_agreement', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'main_verbs', 'nouns', 'tense', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'nouns'}),"frozenset({'tense', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'tense'}),"frozenset({'nouns', 'passives', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'main_verbs'}),"frozenset({'nouns', 'tense', 'passives', 'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'nouns', 'tense', 'passives', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'nouns', 'tense', 'passives', 'conjunctions', 'main_verbs'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense', 'conjunctions', 'main_verbs', 'prepositions'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'tense', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense', 'conjunctions', 'subject_verb_agreement', 'prepositions'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'conjunctions', 'main_verbs', 'subject_verb_agreement', 'prepositions'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns', 'tense'})","frozenset({'prepositions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'conjunctions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'nouns', 'tense'})","frozenset({'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'nouns', 'tense'})","frozenset({'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns', 'subject_verb_agreement'})","frozenset({'prepositions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns', 'prepositions'})","frozenset({'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'nouns', 'subject_verb_agreement'})","frozenset({'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'tense', 'prepositions'})","frozenset({'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'tense', 'subject_verb_agreement'})","frozenset({'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'prepositions', 'subject_verb_agreement'})","frozenset({'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'nouns', 'tense'})","frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns', 'tense'})","frozenset({'prepositions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'prepositions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'nouns', 'tense'})","frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns'})","frozenset({'prepositions', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns', 'subject_verb_agreement'})","frozenset({'prepositions', 'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'nouns'})","frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'nouns'})","frozenset({'main_verbs', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'tense'})","frozenset({'prepositions', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'tense'})","frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})","frozenset({'prepositions', 'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'tense'})","frozenset({'main_verbs', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})","frozenset({'prepositions', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'prepositions'})","frozenset({'nouns', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement'})","frozenset({'main_verbs', 'nouns', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'tense'})","frozenset({'conjunctions', 'main_verbs', 'prepositions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns'})","frozenset({'prepositions', 'conjunctions', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
