question_text,main_verbs,tense,infinitives,passives,have_+_participle,auxiliary_verbs,pronouns,nouns,determiners,other_adjectives,prepositions,conjunctions,subject_verb_agreement
"Appointed by the General Assembly for five years, the Secretary-General of the United Nations must act in an impartial manner toward all members.",False,False,False,False,False,False,False,True,True,False,True,True,False
"Humans who lived thousands of years ago, long before alphabets were devised, they used pictures to record events and to communicate ideas.",False,False,False,True,False,False,True,False,False,False,False,False,False
"If one does not pick up the dry cleaning within thirty days, the management is not obligated to return it back.",False,False,False,True,False,False,False,False,False,False,False,False,False
The southern part of the United States has ideal conditions for raising cotton because the climate is sufficiently warm enough to allow a six-month growing period.,False,False,False,False,False,False,False,False,False,False,False,False,False
People who are competitive in nature are more likely to suffer from the effects of stress on their health.,False,False,False,False,False,False,False,True,True,False,True,True,False
International law is made up of the rules and customs that they deal with the relationships between different nations and the citizens of different nations.,False,False,False,True,False,False,True,False,False,False,False,False,False
It was Isadora Duncan who was responsible for many of the new innovations that have made modern dance different from classical ballet.,False,False,False,False,False,False,False,True,False,False,False,False,False
"Little House on the Prairie, a successful television program, was adapted from a series of books by a young pioneer woman whose life was similar to that of the character called by name Laura.",False,False,False,True,False,False,False,True,True,True,True,True,False
In recent years great advances forward have been made in the field of genetic research.,False,False,False,True,False,False,False,False,False,False,False,False,False
Today the United States is one of the few countries in the Western Hemisphere that it has laws providing for the death penalty.,False,False,False,False,False,False,True,False,False,False,False,False,False
"According to recent geological research, the climate of the states along the Canadian border is changing with rapidity.",False,False,False,False,False,False,False,True,True,False,True,True,False
World hunger it is one of the most urgent problems that we face today.,False,False,False,False,False,False,True,False,False,False,False,False,False
"According to the Pythagorean theorem, the sum of the squares of the two sides of a triangle is equal as the square of the hypotenuse.",False,False,False,False,False,False,False,False,True,False,True,True,False
The flag over the White House is risen at dawn every day by a color guard from the United States armed forces.,True,True,False,True,False,False,False,False,False,False,False,False,False
Commercials on the educational television network are generally shorter comparing those on other networks.,True,True,False,False,False,True,False,False,False,False,False,False,True
The Food and Drug Administration does not declare a drug a carcinogen until it has been proven conclusively that the effects in rats can be generalized for human beings.,False,False,False,True,False,False,False,False,True,False,True,True,False
"In some states, the law allows drivers to turn right at a red light, but in other states, the law does not leave them do it.",False,False,False,False,False,True,False,False,False,False,False,False,True
The effective of a project on the general population is difficult to measure unless a statistician is employed to tabulate the variables.,False,False,False,True,False,False,False,True,True,False,False,False,False
"When a person is arrested, the cops must let him make one telephone call.",False,False,False,True,False,False,False,True,True,False,False,False,False
"If the owner of a bar suspicions that someone's identification is not valid, he can refuse to serve the order.",False,False,False,False,False,False,False,True,False,True,False,False,False
The condition of menkind has been improved by recent technological advances.,False,False,False,True,False,False,False,True,False,False,False,False,False
"The classify of plants begins with those having the simplest structure, and progresses to include the most highly organized forms in four divisions called phylums.",False,False,False,False,False,False,False,True,True,False,False,False,False
"With the develop of a cheap process for desalination, 97 percent of the Earth's water will become available for freshwater purposes.",False,False,False,False,False,False,False,True,True,False,False,False,False
An understand of calculus is essential to the study of engineering.,False,False,False,False,False,False,False,True,True,False,False,False,False
Henry Wadsworth Longfellow not only wrote poems and stories but also presided the modem language department at Harvard University for more than eighteen years.,False,True,False,False,False,False,False,False,False,False,False,False,False
Almost alI life depends to chemical reactions with oxygen to produce energy.,True,True,False,False,False,False,False,False,False,False,False,False,True
A swarm of locusts is responsible the consumption of enough plant material to feed a million and a half people.,True,True,False,False,False,False,False,False,False,False,False,False,False
Oyster farming has been practice in most parts of the world for many years.,False,False,False,False,False,False,False,True,True,False,False,False,False
Those of us who smoke should have their lungs x-rayed regularly.,False,False,False,False,False,False,True,False,False,False,False,False,False
"After the team of geologists had drawn diagrams in their notebooks and wrote explanations of the formations which they had observed, they returned to their campsite to compare notes.",False,True,False,False,False,False,False,False,False,False,False,False,True
"If Robert Kennedy would have lived a little longer, he probably would have won the election.",False,True,False,False,True,True,False,False,False,False,False,False,False
It was Shirley Temple Black which represented her country in the United Nations and later became an ambassador.,False,False,False,False,False,False,True,False,False,False,False,False,False
"The prices at chain stores are as reasonable, if not more reasonable, as those at discount stores.",False,False,False,False,False,False,False,False,True,False,True,True,False
It is extremely important for an engineer to know to use a computer.,False,False,True,False,False,True,False,False,False,False,True,False,False
Historically there has been only two major factions in the Republican Party-the liberals and the conservatives.,True,True,False,False,False,False,False,False,False,False,False,False,False
Whitman wrote Leaves of Grass as a tribute to the Civil War soldiers who had laid on the battlefields and whom he had seen while serving as an army nurse.,False,True,False,False,False,True,False,False,False,False,False,False,False
One of the first and ultimately the most important purposeful of a reservoir is to control flooding.,False,False,False,False,False,False,False,True,True,False,False,False,False
The Chinese were the first and large ethnic group to work on the construction of the transcontinental railroad system.,False,False,False,False,False,False,False,False,False,False,False,False,False
The range of plant life on a mountainside is a results of differences in temperature and precipitation at varying altitudes.,False,False,False,False,False,False,False,True,False,False,False,False,False
Even a professional psychologist may have difficulty talking calm and logically about his own problems.,False,False,False,False,False,False,False,False,False,False,False,False,False
"The more the relative humidity reading rises, the worst the heat affects us.",False,False,False,False,False,False,False,False,True,False,False,False,False
"Because correlations are not causes, statistical data which are extremely easy to misuse",True,True,False,False,False,False,True,False,False,False,True,False,False
"Lectures for the week of March 22-26 will include the following: The Causes of the Civil War, The Economy of the South, Battle Strategies, and The Assassinate Lincoln.",False,False,False,False,False,False,False,False,True,False,False,False,False
"Despite of many attempts to introduce a universal language, notably Esperanto and Idiom Neutral, the effort has met with very little success.",False,False,False,False,False,False,False,False,True,False,True,True,False
"As every other nation, the United States used to define its unit of currency, the dollar, in terms of the gold standard.",False,False,False,False,False,False,False,False,True,False,True,True,False
It is necessary that one met with a judge before signing the final papers for a divorce.,False,True,False,False,False,False,False,False,False,False,False,False,True
"Until recently, women were forbidden by law from owning property.",False,True,False,True,False,False,False,False,True,False,True,True,False
"According to the graduate catalog, student housing is more cheaper than housing off campus.",False,False,False,False,False,False,False,False,False,False,False,False,False
John Dewey thought that children will learn better through participating in experiences rather than through listening to lectures.,False,False,False,False,False,True,False,False,False,False,False,False,False
"In England as early as the twelfth century, young boys enjoyed to play football.",False,False,True,False,False,True,False,False,False,False,True,False,False
"Some methods to prevent soil erosion are plowing parallel with the slopes of hills, to plant trees on unproductive land, and rotating crops.",False,False,True,False,False,True,False,False,False,False,True,False,False
Mosquitoes will accepts the malaria parasite at only one stage of the parasite's complex life cycle.,True,True,False,False,False,True,False,False,False,False,False,False,True
The counterpart of a negative electrons is the positive proton.,False,False,False,False,False,False,False,True,False,False,False,False,False
The ankle joint occur where the lower ends of the tibia and fibula slot neatly around the talus.,True,True,False,False,False,False,False,False,False,False,False,False,True
"In the United States and Canada, motor vehicle laws affect the operate of motorcylces as well as automobiles.",False,False,False,False,False,False,False,True,True,False,False,False,False
"The neocortex is, in evolutionary terms, most recent layer of the brain.",False,False,False,False,False,False,False,False,False,False,False,False,False
"There are more than eighty-four million specimens in the National Museum of Natural History's collection of biological, geological, archeological, and anthropology treasures.",False,False,False,False,False,False,False,True,False,False,False,False,False
"After George Washington married widow Martha Custis, the couple came to resides at Mount Vernon.",False,False,False,False,False,False,False,True,False,False,False,False,False
"At this stage in their development, rubberized asphalt can hardly be classified as cutting edge.",False,False,False,True,False,False,True,False,False,False,False,False,False
Rhesus monkeys exhibit patterns of shy similar to those in humans.,False,False,False,False,False,False,False,False,False,False,False,False,False
"In space, with no gravity for muscles to work against, the body becomes weakly.",False,False,False,False,False,False,False,False,False,False,False,False,False
"Fort Jefferson, in the Dry Tortugas off the southern tip of Florida, can be reach only by boat or plane.",True,False,False,True,False,True,False,False,False,False,False,False,True
"A zoom lens produces an inverted real image, either on the film in a camera and on the light-sensitive tube of a television camera.",False,False,False,False,False,False,False,False,False,False,False,True,False
Supersonic flight is flight that is faster the speed of sound.,False,False,False,False,False,False,False,False,False,False,False,False,False
The Betataken House Ruins at Navajo National Monument is among the largest and most elaborate cliff dwellings in the country.,True,True,False,False,False,False,False,False,False,False,False,False,False
It is a common observation that liquids will soak through some materials but not through other.,False,False,False,False,False,False,False,False,False,False,False,False,False
"The number of wild horses on Assateague are increasing lately, resulting in overgrazed marsh and dune grasses.",False,True,False,False,False,True,False,False,False,False,False,False,True
"The newsreel of Hearst Metronome News, which formed part of every moviegoer's experience in the era before television, offer an unique record of the events of the 1930s.",False,False,False,False,False,False,False,False,True,False,False,False,False
"Unlikely gas sport balloons, hot air balloons do not have nets.",False,False,False,False,False,False,False,False,False,False,False,False,False
"Born in Massachusetts in 1852, Albert Farbanks has begun making banjos in Boston in the late 1870s.",True,True,False,False,False,True,False,False,False,False,False,False,False
"Dwight David Eisenhower, military officer and thirty-fourth president of the United States, lived in the White House and of least thirty-seven other residences.",False,False,False,False,False,False,False,False,True,False,True,True,False
Methane in wetlands comes from soil bacteria that consumes organic plant matter.,False,True,False,False,False,False,False,False,False,False,False,False,True
Alois Alzheimer made the first observers of the telltale signs of the disease that today bears his name.,False,False,False,False,False,False,False,True,False,False,False,False,False
"Edward MacDowell remembers as the composer of such perennial favorites as ""To a Wild Rose"" and ""To a water Lily"".",True,True,False,False,False,False,False,False,False,False,False,False,True
"Animism is the belief that objects and natural phenomena such as rivers, rocks, and wind are live and have feelings.",False,False,False,False,False,False,False,False,False,False,False,False,False
Newtonian physics accounts for the observing orbits of the planets and the moons.,False,True,False,False,False,False,False,False,False,False,False,False,False
The high demand for resources such as oil has led to an increase in global conflicts over supply.,False,False,False,False,False,False,False,True,True,False,True,True,False
"Space exploration has advanced significantly in the past few decades, allowing humans to send robots to explore distant planets and moons.",False,False,True,False,False,True,False,True,False,False,True,False,False
"The telescope allows astronomers to observe distant objects in space, including stars, planets, and galaxies, that would otherwise be invisible to the naked eye.",False,False,False,False,False,False,False,True,False,False,False,True,False
"The human brain is capable of remarkable feats of memory, creativity, and problem-solving skills, which continue to fascinate scientists.",False,True,False,False,False,False,False,True,False,False,False,True,False
"The Amazon rainforest, often referred to as the lungs of the Earth, is home to an incredible diversity of species and plays a vital role in regulating the planet's climate.",False,True,False,False,False,False,False,True,True,False,False,False,False
The teacher told the students to carefully to follow the instructions given on the board.,False,False,True,False,False,True,False,False,False,False,True,False,False
He decided to help his brother fixing the bike before going to the market.,False,True,False,False,False,False,True,True,True,False,False,False,False
The goal of this exercise is to helps students understand the importance of teamwork.,False,True,True,False,False,True,False,True,False,False,True,False,False
"By the time you arrived, we have already started eating dinner without you.",False,True,False,False,False,True,True,False,False,False,False,False,False
He has forgot his homework at home again despite the repeated reminders from the teacher.,True,True,False,False,False,True,True,False,False,False,False,False,False
"They have finish the project well before the deadline, surprising everyone with their efficiency.",True,True,False,False,True,True,True,True,True,False,False,False,False
"The team claimed they have completed the task, but no evidence was provided to prove it.",True,True,False,True,False,True,True,True,True,False,False,False,False
"If he has took the correct route, he would have reached his destination by now.",False,True,False,False,False,True,True,False,True,False,True,True,False
"To be successful, it is important to always keep practicing and to improving your skills regularly.",False,True,True,False,False,True,True,True,True,False,True,True,False
"They tried to persuade him to joining the workshop, but he refused their offer.",False,True,True,False,False,True,True,False,True,False,True,True,False
It's difficult to understand the concept without to discuss it with someone else.,False,False,True,False,False,True,True,False,True,False,True,True,False
She has been preparing for months to ensures she passes the exam.,False,False,False,False,False,False,False,True,True,False,True,True,False
The best way to stay healthy is to exercising daily and eat a balanced diet.,False,True,True,False,False,True,False,False,True,False,True,True,False
He decided not to interfere but instead to observes the process quietly.,False,True,True,False,False,True,False,False,False,False,True,True,False
Her ambition is to becomes a renowned artist in the future.,False,True,True,False,False,True,False,True,True,False,True,False,False
He advised us to not taking shortcuts when learning complex topics.,False,True,True,False,False,True,False,True,False,False,False,True,False
The government aims to reduce pollution and to promotes renewable energy sources.,False,True,True,False,False,True,False,True,False,True,True,False,False
You should always strive to achieve your goals and to helping others along the way.,False,True,True,False,False,True,False,True,True,False,True,True,False
She has not spoke to her friend since their argument last month.,True,True,False,False,False,True,True,False,False,False,False,False,False
"By the time we arrived, the organizers have already left the venue.",False,True,False,False,False,True,False,True,True,False,False,False,False
He has went to the library several times but still cannot find the book he needs.,True,True,False,False,False,True,True,True,True,False,True,True,False
I would have went to the party if I had known about it earlier.,True,True,False,False,True,True,True,False,False,False,False,False,False
"He claims to have completed the work, but the task remains unfinished.",False,True,False,False,False,False,False,True,True,False,False,True,False
They had knew about the problem long before it was announced.,True,True,False,True,False,True,True,False,False,False,False,False,False
We have not spoke about this issue since the last meeting.,True,True,False,False,True,True,True,False,False,False,False,False,False
"She has wrote many books, but only a few have been published.",True,True,False,True,False,True,True,False,False,False,False,False,False
"Had you knew about the plan, you could have avoided the issue.",False,True,False,False,False,True,True,False,True,False,True,True,False
"If he has ate breakfast, he wouldn’t be feeling hungry now.",False,True,False,False,False,True,True,False,True,False,True,True,False
She plans to quickly finish her work so that to attend the meeting on time.,False,False,True,False,False,True,False,True,True,False,True,False,False
It is important to not waste your time on activities that are not productive.,False,False,True,False,False,True,True,True,False,False,True,False,False
The teacher told the students to carefully to follow the instructions given on the board.,False,False,True,False,False,True,False,False,False,False,True,False,False
She has went to the market early in the morning to buy fresh vegetables.,True,True,False,False,False,True,True,False,False,False,False,False,False
The students have finish their assignments before the deadline to earn extra points.,True,True,False,False,True,True,False,True,True,False,False,False,False
"By the time the teacher arrived, the class have already started their presentation.",False,True,False,False,False,True,False,True,True,False,False,False,False
"If he has ate breakfast, he would not feel so hungry right now.",False,True,False,False,False,True,True,False,True,False,True,True,False
I would have went to the meeting if I had known about it earlier.,True,True,False,False,True,True,True,False,False,False,False,False,False
"The new car is more faster than the older model, making it a popular choice.",True,True,False,False,False,False,False,True,True,False,False,False,False
This is the most happiest day of my life because of the surprise party.,True,True,False,False,False,False,False,True,True,False,False,False,False
"Among all the contestants, she was the most smarter and confident.",False,False,False,False,False,False,False,False,True,False,False,False,False
The painting looks more beautifuler when it is viewed under natural light.,False,False,False,True,False,False,False,False,False,False,False,False,False
The weather is becoming more colder as winter approaches the region.,True,True,False,False,False,True,False,True,True,False,False,False,False
"By the time the guests arrived, the host have already prepared everything for the dinner party.",False,True,False,False,False,True,False,True,True,False,False,False,False
The more prettier flowers in the garden are often admired by visitors during spring.,False,False,False,True,False,False,False,True,True,False,False,False,False
